처방아이디,처방한글명,처방한자명,치료병증,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치전약재명,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00500007,소자강기탕,蘇子降氣湯,肺脹證,,폐계내과학,522,,,,진피(거백),陳皮(去白),陳橘皮(去白)|陳橘皮去白|陳皮去白,P,陳皮,,,,,,,,3,g
FO00500007,소자강기탕,蘇子降氣湯,肺脹證,,폐계내과학,522,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,2,g
FO00500007,소자강기탕,蘇子降氣湯,肺脹證,,폐계내과학,522,상기,上氣,기(氣)가 거슬러 오르는 것,,,,,,,,,,,,,,
FO00500007,소자강기탕,蘇子降氣湯,肺脹證,,폐계내과학,522,상기천촉,上氣喘促,폐기(肺氣)가 위로 치밀어서 숨이 가쁘고 빠른 것,,,,,,,,,,,,,,
FO00500007,소자강기탕,蘇子降氣湯,肺脹證,,폐계내과학,522,천,喘,호흡이 빠르고 촉박한 병증,,,,,,,,,,,,,,
FO00500008,사물탕,四物湯,肺脹證,,폐계내과학,522,,,,당귀,當歸,乾歸|歸尾|金當歸|馬尾歸|馬尾當歸|秦歸|秦當歸|川當歸,M,,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,5,g
FO00500008,사물탕,四物湯,肺脹證,,폐계내과학,522,,,,숙지황,熟地黃,大熟地|大懷熟|熟乾地黃|熟地|熟芐|懷慶熟地,M,,뿌리줄기(根莖),肝|腎,微溫,甘,,補血藥,Scrophulariaceae,5,g
FO00500008,사물탕,四物湯,肺脹證,,폐계내과학,522,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,5,g
FO00500008,사물탕,四物湯,肺脹證,,폐계내과학,522,,,,천궁,川芎,京芎|貫芎|鞠窮|芎|芎窮|芎藭|芎營|茶芎|大芎|臺芎|大川芎|杜芎|馬銜芎藭|撫芎|蕪芎|撫川芎|山鞠窮|西芎|西撫芎|小撫芎|小川芎|藥芹|雀腦芎|正川芎|眞川芎|川芎藭|川撫芎|川元蠢|香果|壺藭|胡藭|蒿本,M,,뿌리줄기(根莖),肝|膽|心包,溫,辛,,活血祛瘀藥,Umbelliferae,5,g
FO00500008,사물탕,四物湯,肺脹證,,폐계내과학,522,혈병,血病,혈분(血分)의 병(病),,,,,,,,,,,,,,
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,4,g
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,당귀신,當歸身,,P,當歸,,,,,,,,8,g
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,8,g
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|赤苓|赤茯|赤茯笭|赤茯苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,8,g
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,5,片
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,숙지황,熟地黃,大熟地|大懷熟|熟乾地黃|熟地|熟芐|懷慶熟地,M,,뿌리줄기(根莖),肝|腎,微溫,甘,,補血藥,Scrophulariaceae,12-16,g
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|橘紅|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,6,g
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,담성,痰盛,담(痰)이 무성하여 막히거나 답답한 것,,,,,,,,,,,,,,
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,천식,喘息,숨이 가쁜 병증,,,,,,,,,,,,,,
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,폐신허한,肺腎虛寒,폐(肺)와 신(腎)이 허한(虛寒)한 것,,,,,,,,,,,,,,
FO00500009,금수육군전,金水六君煎,肺脹證,,폐계내과학,522,해수,咳嗽,기침을 하는 것,,,,,,,,,,,,,,
FO00500010,생강감초탕,生薑甘草湯,肺痿證,,폐계내과학,522,,,,감초(자),甘草(炙),甘草炙|用甘草炙|炙甘|炙甘草|炙草|草(炙),P,甘草,,,,,,,,12,g
FO00500010,생강감초탕,生薑甘草湯,肺痿證,,폐계내과학,522,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|狗牙|南棗|丹棗|棠棗|大北棗|大棗|東棗|轆棗|美棗|搏落酥|白棗|北棗|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,5,枚
FO00500010,생강감초탕,生薑甘草湯,肺痿證,,폐계내과학,522,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,20,g
FO00500010,생강감초탕,生薑甘草湯,肺痿證,,폐계내과학,522,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,8,g
FO00500010,생강감초탕,生薑甘草湯,肺痿證,,폐계내과학,522,폐위해토연말,肺痿咳吐涎沫,폐위(肺痿)로 인해 거품이 섞인 침이 나오는 것,,,,,,,,,,,,,,
FO00500011,감초건강탕,甘草乾薑湯,肺痿證,,폐계내과학,522,,,,감초(자),甘草(炙),甘草炙|用甘草炙|炙甘|炙甘草|炙草|草(炙),P,甘草,,,,,,,,12,g
FO00500011,감초건강탕,甘草乾薑湯,肺痿證,,폐계내과학,522,,,,건강(포),乾薑(炮),幹薑(炮)|乾薑炮|炮乾薑|白薑炮,P,乾薑,,,,,,,,8,g
FO00500011,감초건강탕,甘草乾薑湯,肺痿證,,폐계내과학,522,궐,厥,얼굴이 창백하고 손발이 싸늘해지면서 갑자기 정신을 잃고 넘어지는 병증,,,,,,,,,,,,,,
FO00500011,감초건강탕,甘草乾薑湯,肺痿證,,폐계내과학,522,번조토역,煩燥吐逆,가슴에서 열이 나 답답하며 토하고 구역질하는 증상,,,,,,,,,,,,,,
FO00500011,감초건강탕,甘草乾薑湯,肺痿證,,폐계내과학,522,폐위하토연말,肺痿下吐涎沫,폐위증(肺痿證)으로 인해 입속에 침이 많이 생기거나 침이 흘러내리는 병증,,,,,,,,,,,,,,
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,6.5,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,관동화,款冬花,看灯花|款冬蕊|款花|九九花|冬花|冬花蕊|赦肺侯,M,,화뢰(花蕾),肺,溫,辛|微甘,,止咳平喘藥,Compositae,2,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,2,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,맥문동,麥門冬,筧寸冬|京元|階前草根|大麥冬|冬兒沙里|麥冬|麥文|麥門|麥門東|綿麥冬|虋冬|門火冬|不死|不死藥|沙草秀根|蘇瓜丐|安神隊枝|野麥冬|餘粮|禹餘粮|正淸|寸冬|寸麥冬|雉骨木|杭瓜丐|杭寸|杭寸冬,M,,괴근(塊根),肺|胃|心,微寒,甘|微苦,,補陰藥,Liliaceae,2,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,박하,薄荷,鷄蘇|金錢薄荷|南薄荷|冬蘇|猫兒薄荷|薄苛|薄荷葉|薄荷草|蒰荷|茇䒷|茇葀|菝苔|菝하|菝萿|番荷|番荷菜|冰喉尉|生荷葉|石薄荷|鮮薄荷|升陽菜|野息花|英生|吳菝蘭|吳菝하|人丹草|靑薄荷|蔢荷|荷,M,,지상부(地上部)|잎(葉),肝|肺,凉,辛,,發散風熱藥,Labiatae,1,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,반하(제),半夏(製),半夏並製|半夏製|製半夏,P,半夏,,,,,,,,3,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,6.5,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,시호,柴胡,南柴胡|北柴胡|北胡|細柴胡|紫荊關柴胡|茈胡|才胡|地熏|津柴胡|川柴胡|鐵苗柴胡|秋柴胡|春柴胡|漢柴胡,M,,뿌리(根),肝|膽,微寒,苦,,發散風熱藥,Umbelliferae,2,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,아교(주),阿膠(珠),阿膠珠,P,阿膠,,,,,,,,4.5,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,오미자,五味子,金鈴子|遼五味子|菋|北味|北五味|北五味子|生五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|紅內消|會及,M,,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,2,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,3,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,4,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,지모,知母,苦心|韭逢|芪母|蚔母|老梗|鹿別|東根|水參|水須|水浚|蓍母|兒草|野蓼|女雷|女理|連母|提母|蝭母|紙母|地參|昌支|莐藩|貨母|孝梗,M,,뿌리줄기(根莖),腎|胃|肺,寒,苦|甘,,淸熱瀉火藥,Liliaceae,4,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,천궁,川芎,京芎|貫芎|鞠窮|芎|芎窮|芎藭|芎營|茶芎|大芎|臺芎|大川芎|杜芎|馬銜芎藭|撫芎|蕪芎|撫川芎|山鞠窮|西芎|西撫芎|小撫芎|小川芎|藥芹|雀腦芎|正川芎|眞川芎|川芎藭|川撫芎|川元蠢|香果|壺藭|胡藭|蒿本,M,,뿌리줄기(根莖),肝|膽|心包,溫,辛,,活血祛瘀藥,Umbelliferae,4.5,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|宿芩|印頭|子芩|條芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,4,g
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,자한,自汗,정신이 멀쩡하고 움직이지도 않았는데 저절로 땀이 나는 병증,,,,,,,,,,,,,,
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,폐위천수,肺痿喘嗽,폐엽(肺葉)이 마르고 시들어 숨이 차고 기침을 하는 병증,,,,,,,,,,,,,,
FO00500012,지모복령탕,知母茯苓湯,肺痿證,,폐계내과학,522,한열왕래,寒熱往來,추웠다 열(熱)이 났다 하는 것이 번갈아 나타나는 것,,,,,,,,,,,,,,
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,감초(자),甘草(炙),甘草炙|用甘草炙|炙甘|炙甘草|炙草|草(炙),P,甘草,,,,,,,,4,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,강,薑,,M,,,,,,,,,3,片
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,상백피,桑白皮,白桑皮|伏蛇|桑根白|桑根白皮|桑根皮|桑皮|延年卷雪|葽食蚕,M,,근피(根皮),肺,寒,甘,,止咳平喘藥,Moraceae,8,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,오미자,五味子,金鈴子|遼五味子|菋|北味|北五味|北五味子|生五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|紅內消|會及,M,,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,20,粒
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,4,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,3,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,지골피,地骨皮,却老根|却暑|苦杞|枸檵|枸杞根|苟起根|枸杞根皮|狗奶子根皮|狗地芽皮|金山茄根|杞根|伏塵氈|山枸杞根|山杞子根|西王母杖|仙人杖|仙杖|紫金皮|苫彌|地骨|地骨冠|地輔|地仙|地節|地精|甛齒牙根|紅榴根皮|紅耳墮根,M,,근피(根皮),肺|肝|腎,寒,甘,,淸虛熱藥,Solanaceae,4,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,지모,知母,苦心|韭逢|芪母|蚔母|老梗|鹿別|東根|水參|水須|水浚|蓍母|兒草|野蓼|女雷|女理|連母|提母|蝭母|紙母|地參|昌支|莐藩|貨母|孝梗,M,,뿌리줄기(根莖),腎|胃|肺,寒,苦|甘,,淸熱瀉火藥,Liliaceae,4,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|橘紅|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,2,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,천문동,天門冬,管松|金華|大當門根|大天冬|萬年松|滿冬|無不愈|門冬|百部|肥天冬|商棘|筵門冬|地門冬|天冬|天文|天門|天文冬|天虋冬,M,,괴근(塊根),肺|腎,寒,甘|苦,,補陰藥,Liliaceae,3,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,,,,청피,靑皮,大靑皮|細靑皮|小靑皮|靑柑兒皮|靑柑皮|靑橘皮|靑陳皮|青皮|杭靑皮,M,,과피(果皮),肝|膽,微溫,苦|辛,,理氣藥,Rutaceae,2,g
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,담연옹성,痰涎壅盛,담연(痰涎)이 속에 몰려 뭉쳐 있는 것,,,,,,,,,,,,,,
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,도한,盜汗,야간에 자는 동안 땀이 나지만 느끼지 못하고 깨어나면 땀이 그치는 것,,,,,,,,,,,,,,
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,심화,心火,마음속에서 북받쳐서 일어나는 화,,,,,,,,,,,,,,
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,폐위,肺痿,기침할 때 끈끈한 가래침과 더불어 약간의 피가 있거나 피고름이 나오는 것,,,,,,,,,,,,,,
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,한열,寒熱,오한과 발열,,,,,,,,,,,,,,
FO00500013,인삼평폐산,人蔘平肺散,肺痿證,,폐계내과학,522,해수천구,咳嗽喘嘔,기침을 하며 호흡이 촉박하고 토하는 것,,,,,,,,,,,,,,
FO00500014,정조산,葶棗散,肺痿證,,폐계내과학,523,수천,水喘,수기(水氣)로 물소리가 나고 가슴이 두근거리며 숨찬 병증,,,,,,,,,,,,,,
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,3.2,g
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,,,,갱미,粳米,硬米|老米|大米|陳米|陳倉米,M,,종자(種子),,,,,,Gramineae,6,g
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|狗牙|南棗|丹棗|棠棗|大北棗|大棗|東棗|轆棗|美棗|搏落酥|白棗|北棗|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,2,枚
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,,,,맥문동,麥門冬,筧寸冬|京元|階前草根|大麥冬|冬兒沙里|麥冬|麥文|麥門|麥門東|綿麥冬|虋冬|門火冬|不死|不死藥|沙草秀根|蘇瓜丐|安神隊枝|野麥冬|餘粮|禹餘粮|正淸|寸冬|寸麥冬|雉骨木|杭瓜丐|杭寸|杭寸冬,M,,괴근(塊根),肺|胃|心,微寒,甘|微苦,,補陰藥,Liliaceae,12,g
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,6,g
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,3.2,g
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,인후불리,咽喉不利,"인후(咽喉)에 불쾌감, 혹은 건조, 혹은 동통, 혹은 이물감이 있고 호흡과 탄인(呑咽)이 모두 곤란한 것",,,,,,,,,,,,,,
FO00500015,맥문동탕,麥門冬湯,肺痿證,,폐계내과학,523,화역상기,火逆上氣,화(火)가 역상해 얼굴이 붉어지는 것,,,,,,,,,,,,,,
FO00500016,경옥고,瓊玉膏,肺痿證,,폐계내과학,523,,,,복령(세말),茯苓(細末),白茯苓(細末)|白茯苓細末,P,茯苓,,,,,,,,1.8,kg
FO00500016,경옥고,瓊玉膏,肺痿證,,폐계내과학,523,,,,봉밀(연하여 거재한 것),蜂蜜(煉하여 去滓한 것),白蜜(煉하여 去滓한 것),P,蜂蜜,,,,,,,,6,kg
FO00500016,경옥고,瓊玉膏,肺痿證,,폐계내과학,523,,,,생지황(절구에 찧어 즙을 짠 것),生地黃(절구에 찧어 汁을 짠 것),,P,生地黃,,,,,,,,9.6,kg
FO00500016,경옥고,瓊玉膏,肺痿證,,폐계내과학,523,,,,인삼(세말),人蔘(細末),人蔘細末,P,人蔘,,,,,,,,900,g
FO00500017,문동청폐음,門冬淸肺飮,肺痿證,,폐계내과학,523,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,6,g
